"Letališki potniški in blagovni promet glede na prihod/odhod letal ter redne/posebne prevoze po državah prihoda/odhoda letal, Ljubljana, Letališèe Jožeta Puènika, meseèno"

"MESEC";"PRIHOD/ODHOD LETAL";"DRŽAVA PRIHODA/ODHODA LETAL";"Potniki"
"2004M07";"Odhod letal";"Združeni arabski emirati";0
"2004M07";"Odhod letal";"Združeno kraljestvo";7660
"2004M07";"Odhod letal";"Neznano";0
"2004M08";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";66230
"2004M08";"Odhod letal";"Afganistan";0
"2004M08";"Odhod letal";"Albanija";497
"2004M08";"Odhod letal";"Alžirija";0
"2004M08";"Odhod letal";"Armenija";0
"2004M08";"Odhod letal";"Avstrija";2153
"2004M08";"Odhod letal";"Azerbajdžan";0
"2004M08";"Odhod letal";"Belgija";1199
"2004M08";"Odhod letal";"Belorusija";0
"2004M08";"Odhod letal";"Bolgarija";2061
"2004M08";"Odhod letal";"Bosna in Hercegovina";992
"2004M08";"Odhod letal";"Ciper";595
"2004M08";"Odhod letal";"Èad";0
"2004M08";"Odhod letal";"Èeška republika";1007
"2004M08";"Odhod letal";"Èrna Gora";0
"2004M08";"Odhod letal";"Danska";1179
"2004M08";"Odhod letal";"Egipt";0
"2004M08";"Odhod letal";"Estonija";0
"2004M08";"Odhod letal";"Finska";0
"2004M08";"Odhod letal";"Francija";4176
"2004M08";"Odhod letal";"Gibraltar";0
"2004M08";"Odhod letal";"Grèija";7577
"2004M08";"Odhod letal";"Gruzija";0
"2004M08";"Odhod letal";"Hrvaška";2166
"2004M08";"Odhod letal";"Iran (Islamska republika)";0
"2004M08";"Odhod letal";"Irska";451
"2004M08";"Odhod letal";"Islandija";0
"2004M08";"Odhod letal";"Italija";5
"2004M08";"Odhod letal";"Izrael";4495
"2004M08";"Odhod letal";"Japonska";0
"2004M08";"Odhod letal";"Jordanija";0
"2004M08";"Odhod letal";"Južna Afrika";0
"2004M08";"Odhod letal";"Kanada";0
"2004M08";"Odhod letal";"Katar";0
"2004M08";"Odhod letal";"Kazahstan";0
"2004M08";"Odhod letal";"Kirgizistan";0
"2004M08";"Odhod letal";"Kitajska (Ljudska republika)";0
"2004M08";"Odhod letal";"Kosovo";0
"2004M08";"Odhod letal";"Kuvajt";0
"2004M08";"Odhod letal";"Latvija";0
"2004M08";"Odhod letal";"Libanon";0
"2004M08";"Odhod letal";"Libijska Arabska Džamahirija";0
"2004M08";"Odhod letal";"Litva";135
"2004M08";"Odhod letal";"Luksemburg";0
"2004M08";"Odhod letal";"Madžarska";588
"2004M08";"Odhod letal";"Severna Makedonija";1966
"2004M08";"Odhod letal";"Malta";657
"2004M08";"Odhod letal";"Maroko";0
"2004M08";"Odhod letal";"Moldavija (Republika)";0
"2004M08";"Odhod letal";"Nemèija";7312
"2004M08";"Odhod letal";"Nigerija";0
"2004M08";"Odhod letal";"Nizozemska";532
"2004M08";"Odhod letal";"Norveška";0
"2004M08";"Odhod letal";"Oman";0
"2004M08";"Odhod letal";"Pakistan";0
"2004M08";"Odhod letal";"Poljska";0
"2004M08";"Odhod letal";"Portugalska";0
"2004M08";"Odhod letal";"Romunija";656
"2004M08";"Odhod letal";"Ruska federacija";2059
"2004M08";"Odhod letal";"Saudska Arabija";0
"2004M08";"Odhod letal";"Sirska Arabska Republika";0
"2004M08";"Odhod letal";"Slovaška";0
"2004M08";"Odhod letal";"Slovenija";1
"2004M08";"Odhod letal";"Somalija";0
"2004M08";"Odhod letal";"Srbija";0
"2004M08";"Odhod letal";"Srbija in Èrna Gora";3312
"2004M08";"Odhod letal";"Sudan";0
"2004M08";"Odhod letal";"Španija";0
"2004M08";"Odhod letal";"Švedska";7
"2004M08";"Odhod letal";"Švica";1850
"2004M08";"Odhod letal";"Tanzanija";0
"2004M08";"Odhod letal";"Tunizija";2619
"2004M08";"Odhod letal";"Turèija";7684
"2004M08";"Odhod letal";"Turkmenistan";0
"2004M08";"Odhod letal";"Ukrajina";0
"2004M08";"Odhod letal";"Uzbekistan";0
"2004M08";"Odhod letal";"Združene države";0
"2004M08";"Odhod letal";"Združeni arabski emirati";0
"2004M08";"Odhod letal";"Združeno kraljestvo";8299
"2004M08";"Odhod letal";"Neznano";0
"2004M09";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";56862
"2004M09";"Odhod letal";"Afganistan";0
"2004M09";"Odhod letal";"Albanija";297
"2004M09";"Odhod letal";"Alžirija";0
"2004M09";"Odhod letal";"Armenija";0
"2004M09";"Odhod letal";"Avstrija";3825
"2004M09";"Odhod letal";"Azerbajdžan";0
"2004M09";"Odhod letal";"Belgija";1762
"2004M09";"Odhod letal";"Belorusija";0
"2004M09";"Odhod letal";"Bolgarija";831
"2004M09";"Odhod letal";"Bosna in Hercegovina";1042
"2004M09";"Odhod letal";"Ciper";0
"2004M09";"Odhod letal";"Èad";0
"2004M09";"Odhod letal";"Èeška republika";1054
"2004M09";"Odhod letal";"Èrna Gora";0
"2004M09";"Odhod letal";"Danska";402
"2004M09";"Odhod letal";"Egipt";109
"2004M09";"Odhod letal";"Estonija";0
"2004M09";"Odhod letal";"Finska";135
"2004M09";"Odhod letal";"Francija";4057
"2004M09";"Odhod letal";"Gibraltar";0
"2004M09";"Odhod letal";"Grèija";4608
"2004M09";"Odhod letal";"Gruzija";0
"2004M09";"Odhod letal";"Hrvaška";1191
"2004M09";"Odhod letal";"Iran (Islamska republika)";0
"2004M09";"Odhod letal";"Irska";303
"2004M09";"Odhod letal";"Islandija";0
"2004M09";"Odhod letal";"Italija";17
"2004M09";"Odhod letal";"Izrael";2334
"2004M09";"Odhod letal";"Japonska";0
"2004M09";"Odhod letal";"Jordanija";0
"2004M09";"Odhod letal";"Južna Afrika";0
"2004M09";"Odhod letal";"Kanada";0
"2004M09";"Odhod letal";"Katar";0
"2004M09";"Odhod letal";"Kazahstan";0
"2004M09";"Odhod letal";"Kirgizistan";0
"2004M09";"Odhod letal";"Kitajska (Ljudska republika)";0
"2004M09";"Odhod letal";"Kosovo";0
"2004M09";"Odhod letal";"Kuvajt";0
"2004M09";"Odhod letal";"Latvija";0
"2004M09";"Odhod letal";"Libanon";0
"2004M09";"Odhod letal";"Libijska Arabska Džamahirija";0
"2004M09";"Odhod letal";"Litva";0
"2004M09";"Odhod letal";"Luksemburg";4
"2004M09";"Odhod letal";"Madžarska";901
"2004M09";"Odhod letal";"Severna Makedonija";1656
"2004M09";"Odhod letal";"Malta";377
"2004M09";"Odhod letal";"Maroko";0
"2004M09";"Odhod letal";"Moldavija (Republika)";51
"2004M09";"Odhod letal";"Nemèija";9195
"2004M09";"Odhod letal";"Nigerija";0
"2004M09";"Odhod letal";"Nizozemska";582
"2004M09";"Odhod letal";"Norveška";144
"2004M09";"Odhod letal";"Oman";0
"2004M09";"Odhod letal";"Pakistan";0
"2004M09";"Odhod letal";"Poljska";12
"2004M09";"Odhod letal";"Portugalska";0
"2004M09";"Odhod letal";"Romunija";108
"2004M09";"Odhod letal";"Ruska federacija";1365
"2004M09";"Odhod letal";"Saudska Arabija";0
"2004M09";"Odhod letal";"Sirska Arabska Republika";0
"2004M09";"Odhod letal";"Slovaška";0
"2004M09";"Odhod letal";"Slovenija";2
"2004M09";"Odhod letal";"Somalija";0
"2004M09";"Odhod letal";"Srbija";0
"2004M09";"Odhod letal";"Srbija in Èrna Gora";2669
"2004M09";"Odhod letal";"Sudan";0
"2004M09";"Odhod letal";"Španija";11
"2004M09";"Odhod letal";"Švedska";83
"2004M09";"Odhod letal";"Švica";1058
"2004M09";"Odhod letal";"Tanzanija";0
"2004M09";"Odhod letal";"Tunizija";2231
"2004M09";"Odhod letal";"Turèija";6056
"2004M09";"Odhod letal";"Turkmenistan";0
"2004M09";"Odhod letal";"Ukrajina";0
"2004M09";"Odhod letal";"Uzbekistan";0
"2004M09";"Odhod letal";"Združene države";0
"2004M09";"Odhod letal";"Združeni arabski emirati";0
"2004M09";"Odhod letal";"Združeno kraljestvo";8390
"2004M09";"Odhod letal";"Neznano";0
"2004M10";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";46725
"2004M10";"Odhod letal";"Afganistan";0
"2004M10";"Odhod letal";"Albanija";345
"2004M10";"Odhod letal";"Alžirija";0
"2004M10";"Odhod letal";"Armenija";0
"2004M10";"Odhod letal";"Avstrija";3520
"2004M10";"Odhod letal";"Azerbajdžan";0
"2004M10";"Odhod letal";"Belgija";1586
"2004M10";"Odhod letal";"Belorusija";0
"2004M10";"Odhod letal";"Bolgarija";10
"2004M10";"Odhod letal";"Bosna in Hercegovina";1277
"2004M10";"Odhod letal";"Ciper";4
"2004M10";"Odhod letal";"Èad";0
"2004M10";"Odhod letal";"Èeška republika";1023
"2004M10";"Odhod letal";"Èrna Gora";0
"2004M10";"Odhod letal";"Danska";373
"2004M10";"Odhod letal";"Egipt";1051
"2004M10";"Odhod letal";"Estonija";0
"2004M10";"Odhod letal";"Finska";0
"2004M10";"Odhod letal";"Francija";3854
"2004M10";"Odhod letal";"Gibraltar";0
"2004M10";"Odhod letal";"Grèija";925
"2004M10";"Odhod letal";"Gruzija";0
"2004M10";"Odhod letal";"Hrvaška";105
"2004M10";"Odhod letal";"Iran (Islamska republika)";0
"2004M10";"Odhod letal";"Irska";0
"2004M10";"Odhod letal";"Islandija";0
"2004M10";"Odhod letal";"Italija";27
"2004M10";"Odhod letal";"Izrael";1800
"2004M10";"Odhod letal";"Japonska";0
"2004M10";"Odhod letal";"Jordanija";855
"2004M10";"Odhod letal";"Južna Afrika";0
"2004M10";"Odhod letal";"Kanada";0
"2004M10";"Odhod letal";"Katar";0
"2004M10";"Odhod letal";"Kazahstan";0
"2004M10";"Odhod letal";"Kirgizistan";0
"2004M10";"Odhod letal";"Kitajska (Ljudska republika)";0
"2004M10";"Odhod letal";"Kosovo";0
"2004M10";"Odhod letal";"Kuvajt";0
"2004M10";"Odhod letal";"Latvija";0
"2004M10";"Odhod letal";"Libanon";0
"2004M10";"Odhod letal";"Libijska Arabska Džamahirija";0
"2004M10";"Odhod letal";"Litva";0
"2004M10";"Odhod letal";"Luksemburg";18
"2004M10";"Odhod letal";"Madžarska";929
"2004M10";"Odhod letal";"Severna Makedonija";1513
"2004M10";"Odhod letal";"Malta";0
"2004M10";"Odhod letal";"Maroko";0
"2004M10";"Odhod letal";"Moldavija (Republika)";0
"2004M10";"Odhod letal";"Nemèija";8752
"2004M10";"Odhod letal";"Nigerija";0
"2004M10";"Odhod letal";"Nizozemska";782
"2004M10";"Odhod letal";"Norveška";132
"2004M10";"Odhod letal";"Oman";0
"2004M10";"Odhod letal";"Pakistan";0
"2004M10";"Odhod letal";"Poljska";51
"2004M10";"Odhod letal";"Portugalska";69
"2004M10";"Odhod letal";"Romunija";58
"2004M10";"Odhod letal";"Ruska federacija";1080
"2004M10";"Odhod letal";"Saudska Arabija";0
"2004M10";"Odhod letal";"Sirska Arabska Republika";0
"2004M10";"Odhod letal";"Slovaška";233
"2004M10";"Odhod letal";"Slovenija";0
"2004M10";"Odhod letal";"Somalija";0
"2004M10";"Odhod letal";"Srbija";0
"2004M10";"Odhod letal";"Srbija in Èrna Gora";2411
"2004M10";"Odhod letal";"Sudan";0
"2004M10";"Odhod letal";"Španija";170
"2004M10";"Odhod letal";"Švedska";0
"2004M10";"Odhod letal";"Švica";992
"2004M10";"Odhod letal";"Tanzanija";0
"2004M10";"Odhod letal";"Tunizija";1454
"2004M10";"Odhod letal";"Turèija";5539
"2004M10";"Odhod letal";"Turkmenistan";0
"2004M10";"Odhod letal";"Ukrajina";0
"2004M10";"Odhod letal";"Uzbekistan";0
"2004M10";"Odhod letal";"Združene države";10
"2004M10";"Odhod letal";"Združeni arabski emirati";0
"2004M10";"Odhod letal";"Združeno kraljestvo";5777
"2004M10";"Odhod letal";"Neznano";0
"2004M11";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";34758
"2004M11";"Odhod letal";"Afganistan";0
"2004M11";"Odhod letal";"Albanija";151
"2004M11";"Odhod letal";"Alžirija";0
"2004M11";"Odhod letal";"Armenija";0
"2004M11";"Odhod letal";"Avstrija";2897
"2004M11";"Odhod letal";"Azerbajdžan";0
"2004M11";"Odhod letal";"Belgija";1679
"2004M11";"Odhod letal";"Belorusija";0
"2004M11";"Odhod letal";"Bolgarija";20
"2004M11";"Odhod letal";"Bosna in Hercegovina";1202
"2004M11";"Odhod letal";"Ciper";0
"2004M11";"Odhod letal";"Èad";0
"2004M11";"Odhod letal";"Èeška republika";844
"2004M11";"Odhod letal";"Èrna Gora";0
"2004M11";"Odhod letal";"Danska";384
"2004M11";"Odhod letal";"Egipt";637
"2004M11";"Odhod letal";"Estonija";0
"2004M11";"Odhod letal";"Finska";0
"2004M11";"Odhod letal";"Francija";3168
"2004M11";"Odhod letal";"Gibraltar";0
"2004M11";"Odhod letal";"Grèija";0
"2004M11";"Odhod letal";"Gruzija";0
"2004M11";"Odhod letal";"Hrvaška";7
"2004M11";"Odhod letal";"Iran (Islamska republika)";0
"2004M11";"Odhod letal";"Irska";0
"2004M11";"Odhod letal";"Islandija";0
"2004M11";"Odhod letal";"Italija";20
"2004M11";"Odhod letal";"Izrael";0
"2004M11";"Odhod letal";"Japonska";0
"2004M11";"Odhod letal";"Jordanija";0
"2004M11";"Odhod letal";"Južna Afrika";0
"2004M11";"Odhod letal";"Kanada";0
"2004M11";"Odhod letal";"Katar";0
"2004M11";"Odhod letal";"Kazahstan";0
"2004M11";"Odhod letal";"Kirgizistan";0
"2004M11";"Odhod letal";"Kitajska (Ljudska republika)";0
"2004M11";"Odhod letal";"Kosovo";0
"2004M11";"Odhod letal";"Kuvajt";0
"2004M11";"Odhod letal";"Latvija";0
"2004M11";"Odhod letal";"Libanon";0
"2004M11";"Odhod letal";"Libijska Arabska Džamahirija";0
"2004M11";"Odhod letal";"Litva";0
"2004M11";"Odhod letal";"Luksemburg";0
"2004M11";"Odhod letal";"Madžarska";773
"2004M11";"Odhod letal";"Severna Makedonija";1098
"2004M11";"Odhod letal";"Malta";0
"2004M11";"Odhod letal";"Maroko";0
"2004M11";"Odhod letal";"Moldavija (Republika)";0
"2004M11";"Odhod letal";"Nemèija";7755
"2004M11";"Odhod letal";"Nigerija";0
"2004M11";"Odhod letal";"Nizozemska";696
"2004M11";"Odhod letal";"Norveška";0
"2004M11";"Odhod letal";"Oman";0
"2004M11";"Odhod letal";"Pakistan";0
"2004M11";"Odhod letal";"Poljska";9
"2004M11";"Odhod letal";"Portugalska";12
"2004M11";"Odhod letal";"Romunija";14
"2004M11";"Odhod letal";"Ruska federacija";1029
"2004M11";"Odhod letal";"Saudska Arabija";0
"2004M11";"Odhod letal";"Sirska Arabska Republika";0
"2004M11";"Odhod letal";"Slovaška";2
"2004M11";"Odhod letal";"Slovenija";0
"2004M11";"Odhod letal";"Somalija";0
"2004M11";"Odhod letal";"Srbija";0
"2004M11";"Odhod letal";"Srbija in Èrna Gora";2405
"2004M11";"Odhod letal";"Sudan";0
"2004M11";"Odhod letal";"Španija";40
"2004M11";"Odhod letal";"Švedska";6
"2004M11";"Odhod letal";"Švica";662
"2004M11";"Odhod letal";"Tanzanija";0
"2004M11";"Odhod letal";"Tunizija";452
"2004M11";"Odhod letal";"Turèija";4708
"2004M11";"Odhod letal";"Turkmenistan";0
"2004M11";"Odhod letal";"Ukrajina";0
"2004M11";"Odhod letal";"Uzbekistan";0
"2004M11";"Odhod letal";"Združene države";0
"2004M11";"Odhod letal";"Združeni arabski emirati";0
"2004M11";"Odhod letal";"Združeno kraljestvo";4088
"2004M11";"Odhod letal";"Neznano";0
"2004M12";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";37133
"2004M12";"Odhod letal";"Afganistan";0
"2004M12";"Odhod letal";"Albanija";390
"2004M12";"Odhod letal";"Alžirija";0
"2004M12";"Odhod letal";"Armenija";0
"2004M12";"Odhod letal";"Avstrija";2008
"2004M12";"Odhod letal";"Azerbajdžan";0
"2004M12";"Odhod letal";"Belgija";1316
"2004M12";"Odhod letal";"Belorusija";0
"2004M12";"Odhod letal";"Bolgarija";24
"2004M12";"Odhod letal";"Bosna in Hercegovina";1170
"2004M12";"Odhod letal";"Ciper";0
"2004M12";"Odhod letal";"Èad";0
"2004M12";"Odhod letal";"Èeška republika";599
"2004M12";"Odhod letal";"Èrna Gora";0
"2004M12";"Odhod letal";"Danska";255
"2004M12";"Odhod letal";"Egipt";1053
"2004M12";"Odhod letal";"Estonija";0
"2004M12";"Odhod letal";"Finska";0
"2004M12";"Odhod letal";"Francija";3753
"2004M12";"Odhod letal";"Gibraltar";0
"2004M12";"Odhod letal";"Grèija";1
"2004M12";"Odhod letal";"Gruzija";0
"2004M12";"Odhod letal";"Hrvaška";195
"2004M12";"Odhod letal";"Iran (Islamska republika)";0
"2004M12";"Odhod letal";"Irska";0
"2004M12";"Odhod letal";"Islandija";0
"2004M12";"Odhod letal";"Italija";40
"2004M12";"Odhod letal";"Izrael";135
"2004M12";"Odhod letal";"Japonska";0
"2004M12";"Odhod letal";"Jordanija";117
"2004M12";"Odhod letal";"Južna Afrika";0
"2004M12";"Odhod letal";"Kanada";0
"2004M12";"Odhod letal";"Katar";0
"2004M12";"Odhod letal";"Kazahstan";0
"2004M12";"Odhod letal";"Kirgizistan";0
"2004M12";"Odhod letal";"Kitajska (Ljudska republika)";0
"2004M12";"Odhod letal";"Kosovo";0
"2004M12";"Odhod letal";"Kuvajt";0
"2004M12";"Odhod letal";"Latvija";0
"2004M12";"Odhod letal";"Libanon";0
"2004M12";"Odhod letal";"Libijska Arabska Džamahirija";0
"2004M12";"Odhod letal";"Litva";0
"2004M12";"Odhod letal";"Luksemburg";0
"2004M12";"Odhod letal";"Madžarska";488
"2004M12";"Odhod letal";"Severna Makedonija";1712
"2004M12";"Odhod letal";"Malta";142
"2004M12";"Odhod letal";"Maroko";0
"2004M12";"Odhod letal";"Moldavija (Republika)";0
"2004M12";"Odhod letal";"Nemèija";8552
"2004M12";"Odhod letal";"Nigerija";0
"2004M12";"Odhod letal";"Nizozemska";422
"2004M12";"Odhod letal";"Norveška";0
"2004M12";"Odhod letal";"Oman";0
"2004M12";"Odhod letal";"Pakistan";0
"2004M12";"Odhod letal";"Poljska";9
"2004M12";"Odhod letal";"Portugalska";5
"2004M12";"Odhod letal";"Romunija";9
"2004M12";"Odhod letal";"Ruska federacija";817
"2004M12";"Odhod letal";"Saudska Arabija";0
"2004M12";"Odhod letal";"Sirska Arabska Republika";0
"2004M12";"Odhod letal";"Slovaška";6
"2004M12";"Odhod letal";"Slovenija";0
"2004M12";"Odhod letal";"Somalija";0
"2004M12";"Odhod letal";"Srbija";0
"2004M12";"Odhod letal";"Srbija in Èrna Gora";4137
"2004M12";"Odhod letal";"Sudan";0
"2004M12";"Odhod letal";"Španija";26
"2004M12";"Odhod letal";"Švedska";6
"2004M12";"Odhod letal";"Švica";554
"2004M12";"Odhod letal";"Tanzanija";0
"2004M12";"Odhod letal";"Tunizija";396
"2004M12";"Odhod letal";"Turèija";4548
"2004M12";"Odhod letal";"Turkmenistan";0
"2004M12";"Odhod letal";"Ukrajina";0
"2004M12";"Odhod letal";"Uzbekistan";0
"2004M12";"Odhod letal";"Združene države";0
"2004M12";"Odhod letal";"Združeni arabski emirati";0
"2004M12";"Odhod letal";"Združeno kraljestvo";4248
"2004M12";"Odhod letal";"Neznano";0
"2005M01";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";34815
"2005M01";"Odhod letal";"Afganistan";0
"2005M01";"Odhod letal";"Albanija";126
"2005M01";"Odhod letal";"Alžirija";0
"2005M01";"Odhod letal";"Armenija";0
"2005M01";"Odhod letal";"Avstrija";1932
"2005M01";"Odhod letal";"Azerbajdžan";0
"2005M01";"Odhod letal";"Belgija";1553
"2005M01";"Odhod letal";"Belorusija";0
"2005M01";"Odhod letal";"Bolgarija";6
"2005M01";"Odhod letal";"Bosna in Hercegovina";916
"2005M01";"Odhod letal";"Ciper";0
"2005M01";"Odhod letal";"Èad";0
"2005M01";"Odhod letal";"Èeška republika";624
"2005M01";"Odhod letal";"Èrna Gora";0
"2005M01";"Odhod letal";"Danska";420
"2005M01";"Odhod letal";"Egipt";872
"2005M01";"Odhod letal";"Estonija";0
"2005M01";"Odhod letal";"Finska";0
"2005M01";"Odhod letal";"Francija";3378
"2005M01";"Odhod letal";"Gibraltar";0
"2005M01";"Odhod letal";"Grèija";0
"2005M01";"Odhod letal";"Gruzija";0
"2005M01";"Odhod letal";"Hrvaška";0
"2005M01";"Odhod letal";"Iran (Islamska republika)";0
"2005M01";"Odhod letal";"Irska";0
"2005M01";"Odhod letal";"Islandija";0
"2005M01";"Odhod letal";"Italija";5
"2005M01";"Odhod letal";"Izrael";0
"2005M01";"Odhod letal";"Japonska";0
"2005M01";"Odhod letal";"Jordanija";0
"2005M01";"Odhod letal";"Južna Afrika";0
"2005M01";"Odhod letal";"Kanada";0
"2005M01";"Odhod letal";"Katar";0
"2005M01";"Odhod letal";"Kazahstan";0
"2005M01";"Odhod letal";"Kirgizistan";0
"2005M01";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M01";"Odhod letal";"Kosovo";0
"2005M01";"Odhod letal";"Kuvajt";0
"2005M01";"Odhod letal";"Latvija";0
"2005M01";"Odhod letal";"Libanon";0
"2005M01";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M01";"Odhod letal";"Litva";0
"2005M01";"Odhod letal";"Luksemburg";0
"2005M01";"Odhod letal";"Madžarska";420
"2005M01";"Odhod letal";"Severna Makedonija";1236
"2005M01";"Odhod letal";"Malta";283
"2005M01";"Odhod letal";"Maroko";0
"2005M01";"Odhod letal";"Moldavija (Republika)";0
"2005M01";"Odhod letal";"Nemèija";9042
"2005M01";"Odhod letal";"Nigerija";0
"2005M01";"Odhod letal";"Nizozemska";472
"2005M01";"Odhod letal";"Norveška";47
"2005M01";"Odhod letal";"Oman";0
"2005M01";"Odhod letal";"Pakistan";0
"2005M01";"Odhod letal";"Poljska";20
"2005M01";"Odhod letal";"Portugalska";0
"2005M01";"Odhod letal";"Romunija";23
"2005M01";"Odhod letal";"Ruska federacija";1865
"2005M01";"Odhod letal";"Saudska Arabija";0
"2005M01";"Odhod letal";"Sirska Arabska Republika";0
"2005M01";"Odhod letal";"Slovaška";0
"2005M01";"Odhod letal";"Slovenija";0
"2005M01";"Odhod letal";"Somalija";0
"2005M01";"Odhod letal";"Srbija";0
"2005M01";"Odhod letal";"Srbija in Èrna Gora";2300
"2005M01";"Odhod letal";"Sudan";0
"2005M01";"Odhod letal";"Španija";96
"2005M01";"Odhod letal";"Švedska";0
"2005M01";"Odhod letal";"Švica";991
"2005M01";"Odhod letal";"Tanzanija";0
"2005M01";"Odhod letal";"Tunizija";75
"2005M01";"Odhod letal";"Turèija";3097
"2005M01";"Odhod letal";"Turkmenistan";0
"2005M01";"Odhod letal";"Ukrajina";189
"2005M01";"Odhod letal";"Uzbekistan";0
"2005M01";"Odhod letal";"Združene države";0
"2005M01";"Odhod letal";"Združeni arabski emirati";0
"2005M01";"Odhod letal";"Združeno kraljestvo";4827
"2005M01";"Odhod letal";"Neznano";0
"2005M02";"Odhod letal";"Države prihoda/odhoda letal - SKUPAJ";32144
"2005M02";"Odhod letal";"Afganistan";0
"2005M02";"Odhod letal";"Albanija";0
"2005M02";"Odhod letal";"Alžirija";0
"2005M02";"Odhod letal";"Armenija";0
"2005M02";"Odhod letal";"Avstrija";2313
"2005M02";"Odhod letal";"Azerbajdžan";0
"2005M02";"Odhod letal";"Belgija";1407
"2005M02";"Odhod letal";"Belorusija";0
"2005M02";"Odhod letal";"Bolgarija";1
"2005M02";"Odhod letal";"Bosna in Hercegovina";823
"2005M02";"Odhod letal";"Ciper";0
"2005M02";"Odhod letal";"Èad";0
"2005M02";"Odhod letal";"Èeška republika";653
"2005M02";"Odhod letal";"Èrna Gora";0
"2005M02";"Odhod letal";"Danska";317
"2005M02";"Odhod letal";"Egipt";1023
"2005M02";"Odhod letal";"Estonija";0
"2005M02";"Odhod letal";"Finska";0
"2005M02";"Odhod letal";"Francija";2576
"2005M02";"Odhod letal";"Gibraltar";0
"2005M02";"Odhod letal";"Grèija";34
"2005M02";"Odhod letal";"Gruzija";0
"2005M02";"Odhod letal";"Hrvaška";16
"2005M02";"Odhod letal";"Iran (Islamska republika)";0
"2005M02";"Odhod letal";"Irska";0
"2005M02";"Odhod letal";"Islandija";0
"2005M02";"Odhod letal";"Italija";15
"2005M02";"Odhod letal";"Izrael";5
"2005M02";"Odhod letal";"Japonska";0
"2005M02";"Odhod letal";"Jordanija";271
"2005M02";"Odhod letal";"Južna Afrika";0
"2005M02";"Odhod letal";"Kanada";0
"2005M02";"Odhod letal";"Katar";0
"2005M02";"Odhod letal";"Kazahstan";0
"2005M02";"Odhod letal";"Kirgizistan";0
"2005M02";"Odhod letal";"Kitajska (Ljudska republika)";0
"2005M02";"Odhod letal";"Kosovo";0
"2005M02";"Odhod letal";"Kuvajt";0
"2005M02";"Odhod letal";"Latvija";38
"2005M02";"Odhod letal";"Libanon";0
"2005M02";"Odhod letal";"Libijska Arabska Džamahirija";0
"2005M02";"Odhod letal";"Litva";0
"2005M02";"Odhod letal";"Luksemburg";0
"2005M02";"Odhod letal";"Madžarska";406
"2005M02";"Odhod letal";"Severna Makedonija";1037
"2005M02";"Odhod letal";"Malta";0
"2005M02";"Odhod letal";"Maroko";0
"2005M02";"Odhod letal";"Moldavija (Republika)";0
"2005M02";"Odhod letal";"Nemèija";8168
"2005M02";"Odhod letal";"Nigerija";0
"2005M02";"Odhod letal";"Nizozemska";514
"2005M02";"Odhod letal";"Norveška";0
"2005M02";"Odhod letal";"Oman";0
"2005M02";"Odhod letal";"Pakistan";0
"2005M02";"Odhod letal";"Poljska";7
"2005M02";"Odhod letal";"Portugalska";0
"2005M02";"Odhod letal";"Romunija";0
"2005M02";"Odhod letal";"Ruska federacija";907
"2005M02";"Odhod letal";"Saudska Arabija";0
"2005M02";"Odhod letal";"Sirska Arabska Republika";0
"2005M02";"Odhod letal";"Slovaška";0
"2005M02";"Odhod letal";"Slovenija";0
"2005M02";"Odhod letal";"Somalija";0
"2005M02";"Odhod letal";"Srbija";0
"2005M02";"Odhod letal";"Srbija in Èrna Gora";1817
"2005M02";"Odhod letal";"Sudan";0
"2005M02";"Odhod letal";"Španija";2
"2005M02";"Odhod letal";"Švedska";0
"2005M02";"Odhod letal";"Švica";634
"2005M02";"Odhod letal";"Tanzanija";0
"2005M02";"Odhod letal";"Tunizija";0
"2005M02";"Odhod letal";"Turèija";4249
"2005M02";"Odhod letal";"Turkmenistan";0
"2005M02";"Odhod letal";"Ukrajina";0
"2005M02";"Odhod letal";"Uzbekistan";0
